b495300bbf, those splinters look very painful...but you were being very heroic saving mr. Pickle,1,negative
504539e6ec, why are you sad?,1,negative
6903cb08f2, Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,0,positive
1996048e7a,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,0,positive
cb1b0d191d,"missed all the awesome weather, because she was in a movie!",1,negative
997a62f83f,"These kids are terrible! If I was in Good Evans, I`d call Childline",1,negative
7e1757d4f0,"Unfortunatley, AerLingus no longer fly to Copenhagen so we`re have to fly Ryanair to Billund and drive up to Copenhagen one of the days!",1,negative
254546cd2c," What`s sad is that I actually had to google that term. That sucks, tho.",1,negative
7e4ed52c4a,Hate fighting,1,negative
48cdcd5f28,Car-warmed Sprite tastes like sore throat,1,negative
ae71041e21,Candle wax is very enjoyable.,0,positive
11c10e3fc5," She`s unassuming and unpretentious. She`s just, as. I suppose that`s why she`s so endearing--because we can relate to her",0,positive
960bbdc0c3,goooooddd morning tweets!!  week three OF my workout. did i mention i got my new glasses yesterday?!?,0,positive
fd285fe74a, me too. I hate my computer so much..,1,negative
a5a1c996c0, fine! Going to do my big walk today 20 or so miles,0,positive
20ec7c7c32,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,1,negative
5f93cc70ff,Bugger. forgot I still have washing in my machine,1,negative
4e6a5c0034,"_Laurie sending love, blessings & healing thoughts to you & family  peace",0,positive
e4e9b8713a,My back hurts...really bad,1,negative
328a0e76bd,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,1,negative
940eb93dd5, Had parent teacher thing yesterday!! So boring going to skl on saturday!!  lol,1,negative
c78bf59e67,  #lichfield #tweetup sounds like fun  Hope to see you and everyone else there!,0,positive
e56eeb4968,Few Bevvies 2day in twn..great on a day off!!,0,positive
7162d447ab,first night in myers. just not the same w/out lydia!  but i`m actually excited about this summer!,0,positive
f3d95b57b1, good morning,0,positive
5e4eac2b2e, its the best show EVER!,0,positive
bc02870b7d,URL in previous post (to timer job) should be http://bit.ly/a4Fdb. I`d removed space which messed up URL.  ^ES,1,negative
079e4e3472,or even NOOOOO NOT THE SECRET NAMEREBECCA PLEASE,1,negative
557e676fe4, I miss my neice  can`t wait to see her bad n grown ****! Lol,1,negative
9d3a1e0269,really hopes her car`s illness is not terminal...,1,negative
417176c08e,who watched X-men origins: wolverine? i totally loved it! haha,0,positive
2bf5c7dba7, I VOTED!!! do u have a personal myspace? i keep talking to fakes   i <3 you. u helped me thru the hrdest time of my life! (: x,0,positive
8407ac30b0, I`m sad that I missed you guys last night!,1,negative
24ee55f264,today was the last day of high school for me and i ended up going home sick! ... stupid dead rats,1,negative
a0a306868a,lost my tooth 2day whilst i was eating gum...oww,1,negative
9b11b686ec,happy 1 year! <3,0,positive
7e7bc11e45,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",0,positive
3e880ec28d,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,1,negative
38271074d1,I`m starving!! This diet is killing me but I can`t eat after 8pm,1,negative
f0db54f5bf,im soo bored...im deffo missing my music channels,1,negative
e651d415c6, nite nite bday girl  have fun at concert,0,positive
a6fccce9db,should be sleeping.  lost my voice a couple day ago.,1,negative
c017d0c221,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,1,negative
e6ee6826df,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,1,negative
01b2476dd7,going to bed its late and I have headache,1,negative
e02cf4af4c,happy mother`s day to all moms out there...,0,positive
1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,0,positive
375e74d063," Haha I know, I cant handle the fame!  and thank you!",0,positive
e5c6a6bb5a, yes! sober HAHAHA tanghaling tapat dude! haha WILD. i don`t knowwww  plan plan  before you go to US!,0,positive
4f84bea1cc, We never miss ICarly - my son has a huge crush on Miranda,0,positive
ca832cad51,Feeling smooth like chrome,0,positive
a8734230b6,Ew traffic,1,negative
242d92151a,Walking to class. I hate not having a bike....especially mine.,1,negative
1d6411e9dd,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes.",1,negative
151c10cc39,"JONAS BROTHERS - Live to party.                It`s rocking so hard     I love the song,",0,positive
7b1927e748,happy mother`s day to all the mothers in the world.,0,positive
9a6f4d05d5,"35mins through the 1hr 20mins Google Wave demo, that looks a lot of fun, would love to test it though.  http://bit.ly/WnMSc",0,positive
0cb4504f2c,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss`d!,0,positive
8f3e73cf09,"Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking.",0,positive
c7489a23fa,"If you followed us recently, PLEASE dont be offended that we haven`t followed back. We hit our limit.   Hopefully we will be free soon.",0,positive
ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,0,positive
85ec413e54, http://twitpic.com/4jaz5 - Cool... luv it,0,positive
7df7221145,  that`s why I need to be there...To represent the Blackberries,0,positive
7436ec1a2c," yeah I was thinking about that ,ahaha",0,positive
ce69e99e71,I`m not sleeping at all until  accepts my appology,1,negative
6402e14398,"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",1,negative
96a4ce0d47,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,0,positive
c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",1,negative
09ad12cc5c,"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",0,positive
799f65f193, Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,1,negative
d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,0,positive
97334eb7c0,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",0,positive
e1546f901a,FTSK and Mercy Mercedes were amazing tonight.. as always,0,positive
2ece7f3810,  hope he is ok!,0,positive
ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,0,positive
dabe649ee3,"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",0,positive
2a5bb8d827," Happy b-day! Just woke up on this side of Earth, so wishes are bit late",0,positive
dbbbbe6059,"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",0,positive
894e188d01,HAPPY MOTHERS DAY.!,0,positive
a91ca2ffae," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?",0,positive
89d5b3f0b5,  Thanks,0,positive
1b6380b1b3,Getting ready for week  Its too nice today to be stuck inside working!,0,positive
02c004bc2d,I am tres depressed,1,negative
b4d5f1e13e,"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",1,negative
80481307d5,Happy Mothers Day people. i love my mom a lot still,0,positive
05a0e60f99, I`m sorry to hear that.,1,negative
e3cc598980," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",0,positive
a2cf6cc397," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",0,positive
ba83f744d8,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,1,negative
e3a1b65ef3,Going to miss my roomie ... We will no longer be roomies starting tomorrow,1,negative
73fa7068a2," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe",1,negative
59e77db781,Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,0,positive
e3731b6ce8, what`s goin on hun?  I`m worried about you,1,negative
b09362ee8e, Im not bannished... but I am at work till 6,1,negative
7b69f49c42,tonight in party w/ my girls (minus vita),0,positive
294df18b9f," I saw the play of it here, it was amazing",0,positive
e5e2d9d1f3, _ i am glad to break my twitter virginity with you two.,0,positive
b7a9ba95d0,Dinner with the fam... I have missed them,1,negative
a54d3c2825," I know   It was worth a shot, though!",0,positive
5b578d0b4c,"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",0,positive
c4ab28566e,Ship. I`m stuck.,1,negative
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,0,positive
c25871ec9e," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x",1,negative
1594011c6d,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,1,negative
bb61a7094b,today is a busy day. exhausting!,1,negative
b5dd587dd2, Sorry to hear ur flight got cancelled  that blows!!!,1,negative
e5160216a5,ohh my tooth is hurts ohh  im sad it very hurts,1,negative
ea3320d696,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",0,positive
5680a0b488, u think u have bills Ha!Ii just finished paying mine that`s y I`m broke,1,negative
e9f7f78cfa,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,0,positive
4c71b5fb91,2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing,1,negative
0404648e1c,?sucks!?..,1,negative
d723ea3299," doing pretty well, up and wide awake",0,positive
f1f5e8edfa,I Miss Daddy and Mommy,1,negative
51f4502988,"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",1,negative
c9091836ce,"My frist post... Off to find a new car for my parents, exciting!",0,positive
9668542b2a,Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,1,negative
cd5d081760,seriously bored without anyone to talk to... but not tired enough for sleep,1,negative
061eb4c0de, I am lost. Please help me find a good home.,1,negative
7733e8541a,Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,1,negative
2f5c77dfb3, oh nice going!,0,positive
a97db072ed,Gonna celebrate Mothers Day with the family but gonna start the partying tonite,0,positive
f3117413cc, i agree with you!,0,positive
59cb0c3a14, I only do computers. Am hopeless at everything else,1,negative
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",0,positive
7179c215a7,_2nd aww thanks!,0,positive
1f581d48bc, Sorry RB is on PS3 for me,1,negative
9191e574bb,I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.,1,negative
f4e428e4b3,dang last url went down  ? http://blip.fm/~7aigm,1,negative
1ee0b44db0," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference",1,negative
4095d52d2d, Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol,1,negative
e8be898842,this is sooo crazy i have fever..,1,negative
9b388b2cd9,is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair,1,negative
b94aaf845e,Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,0,positive
95d0ad2e17,aww  you loooove me,0,positive
39923bb286,awesome lucky you,0,positive
c1b915d1d5," haha im jewish, i love that one",0,positive
c2a17084e9, l`m on 3 days too matt. No fun this weekend.,1,negative
356ad29589, I feel your pain. Mine is the same way,1,negative
81e6c0ac2d, Sadly no. It didn`t come with one...,1,negative
12cfc10225,Cant wait to see my boy tomorrow,0,positive
81e29d1a0b, aww I miss driving down elmwood,1,negative
3773846bc3,Omg Wango Tango was **** AWSOME! I love my baby for taking me,0,positive
6f3818a39e,"Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool",0,positive
2e6ee964a4,_30439 I really wish I could go!,0,positive
12da1098a2, I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure,1,negative
38e44e0f32,  This has made my night!!  Way too funny!!,0,positive
b534d768ca,Woo CAVS.  Happy Mother`s Day!,0,positive
7e820f005a, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,0,positive
a210eda5c9, sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.,1,negative
5fcf7bd80c,"My sunburn is peeling,",1,negative
bba9d463f4,Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,1,negative
54a62c239a,I hate the dentist,1,negative
ebc8565a98," nothing aimed at you, just joining in...sorry",1,negative
cf888f0df3,I`m taking a twitter break. Cell is dying,1,negative
4c8d61cfd0,I wish I could get my nails done  stupid job,1,negative
2c80b2043e, Have a good one,0,positive
1ecbc820d1," yep infact she is popular, miss india 99, talented film actress .... and lot more",0,positive
02e569bee0,Dosen`t Want To Go To Work Tomorrow,1,negative
f6f3b8b7a4,Daniel has won DSDS. His voice is great.,0,positive
0ddd346323,_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!,0,positive
38a6cb940a,I sure do hope it becomes 4:20 this afternoon ...,0,positive
a0f446e1bf, it means that you are now FAMOUS. Congrats!,0,positive
db0db7f325,My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,1,negative
123fa2ef14,"I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!",0,positive
8ebbcfcfd1,tamlyn wishes she was as cool as my sock draw,0,positive
301f7824f5,"Yes, I love tea. If that makes me typically English then so be it",0,positive
715e081e22, a mouth for sure,0,positive
e8f99c2de0, pancakes!! with lemon and sugar thanks!,0,positive
b53d8f2b09," Si, no bueno  I guess I just don`t entertain him :/",1,negative
71dddc0dff,I`m so hunrgy right now and these heels kill me I can hardly walk in them,1,negative
ca57a8830c,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology,1,negative
0f0a1d8c75," Yay, three followers! Good to know more than one person in this big wide world likes fishies.",0,positive
187745f502,'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,1,negative
a78ef3e0d0,Goodmorning,0,positive
5010f92b03,Took a shift tomorrow.    I don`t really feel like working right now.,1,negative
1a88179ebb," I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .",0,positive
45b0430eb9,http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best,0,positive
86462cc997,No waterfront anymore   faccia luna and clarendon will have to do,1,negative
b499204c32,loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,0,positive
60d0bb5840,Slipped up and caught the flu  feeling like poop!,1,negative
a52203dd88,"i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)",0,positive
e8770f1c78,Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...,1,negative
641db1b766,Morning tweeple,0,positive
4a704b77f2, Now you only have 2 hours to sleep...  - Rest if you need it.,0,positive
8a4740ee53,I don`t want to sit at home on prom night. Someone hang out with me,1,negative
d66f920dbd,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,0,positive
f2f7763cfd, lol dammit  well then next time then,1,negative
2abfe0decb, lol. just don`t ever forget me,0,positive
7a7228dc2e, Still jealous,1,negative
754ebd84b4,http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there,1,negative
fba4c01756,NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,1,negative
0888304834,this week of mine was not easy!  but finally it`s over! (:,1,negative
88d8e96213,   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella,0,positive
38b762e325,In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me,0,positive
697887b4a1, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,0,positive
1a1c392802,cooking with my dad  having lots of fun in the kitchen together,0,positive
95b9338e05,Bouncing Rush makes me feel nauseous,1,negative
b0b24ed515,Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it,0,positive
d31f708485,playing singstar without my fave duetter,1,negative
200f31449b,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",0,positive
3aae3dab5c," That`s just weird... :\  Oh, and what was it you were drawing for me?",1,negative
8415e9b138,Just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,0,positive
7a4a97fba9,"The birds are out,, oh man... That`s NOT cool && I didn`t sleep yet for the night!!!",1,negative
e3a441b9eb,"250 miles down, only 1750 to go. Thats ok, u2 on the radio alwas helps.",0,positive
32ffcb07c4,"My Street Fighter IV skills are lacking, can`t beat Seth on easy.",1,negative
0ef15a1349, FIL 461 with cool people like me,0,positive
2a98bd4240,Good Morning!!! Work and then it`s ESPN`s Sunday night Baseball. hopefully it won`t get rained out,0,positive
3c8e8d1940,my son got stung by a bug for the first time  his little finger is slightly swollen.,1,negative
02e6423e39,Bumping dj opus in the drunk in the car.  lmao. Don`t act like u don`t know.,1,negative
9c2b1313af,Why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! Hope you have the best day ever,0,positive
51c2d21362,Here`s a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I`m scared of him,1,negative
16370c0a2e,I`m missing crab legs and attending my going away instead!,1,negative
edeeaa9756,Hicks are mean!,1,negative
feec8aa27b,"gettn ready to take a trip to Jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",1,negative
e6c988afb8,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",1,negative
df9882c24d," And most of us are going to be stuck in an office, some without windows",1,negative
22a8a4639e, No it`s not sad. Should make you proud,1,negative
ee9df322d1,"   Sorry, we`ll try to keep it down.",1,negative
7082999a93,"According to , a quarter of families under six live in poverty.",1,negative
cf29e364fe,the plan to not spend money is not going well,1,negative
912bbdea65, congratulations ! you guys finish a month early than we do. booo,0,positive
060d8bb5d5," actually, I wish I was back in Tahoe.  I miss it there.",1,negative
18f60b8879, but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,1,negative
7311789bcc,workin a long day today... hopefully i can make some good tips,0,positive
726e099885, but it all went too quick and there wasn`t a chance lol,1,negative
56d742e6bc,Hates headaches! Maybe I`m not ready to rock,1,negative
65ffd159b2, Thanks for the support,0,positive
151bba80ca,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",0,positive
0ec5989a18,Nyappy mother`s day to your mom`s.,0,positive
c2fc42a9ff, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,1,negative
72cfb17265," 'organization ...ITIL, forget about people (and so they fail)' preaching to the converted  IT is the people http://tr.im/kWUA",1,negative
cbbe4f2dd4,"_Libertine um, glad you enjoyed it...",0,positive
4f6c17bae7, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,1,negative
fa1385e537, He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,1,negative
b41f647910,I miss her alot and its only been one day,1,negative
74e92f4188, sounds like you all had a great night . i`m glad it was successful,0,positive
4e6eb888c1, Thanks for sharing that,0,positive
315d2392c9, you should say mlia instead of fml  i hope you find it soon,0,positive
1baeebaf86,"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",0,positive
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,0,positive
034f2e2104,i am living in ignorance  :@,1,negative
6a9023f1af, AWWWW  we`re gonna miss you!,1,negative
afca91dc92, WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,0,positive
edde759bde,today was a lovely day! I had fun with  and  this evening!,0,positive
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,1,negative
8aacb54f42,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",1,negative
6172153918, it was amazing,0,positive
8e26c8c6e8,I`m sick and sad .... missing out on Martini Lounge tonight,1,negative
8df4e78879,Really wishes he had some spare cash to buy the new Punch Out for Wii,1,negative
9843ecd416,"Aw, not going to Toronto anymore.",1,negative
33596d8109, So sorry to hear about your mom! that really sucks,1,negative
cf0e868f70, I feel for you  I hope it`s a smooth flight. Be safe! Mucho amor from Boston!,0,positive
82215b50d4,Can`t sleep...so I`m watching HGTV. I`m afraid infomercials are about to take over,1,negative
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,1,negative
1689a46690, sweet dreams,0,positive
3b0e6c2c55,IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,1,negative
d681f0dfbc, haha thanks  its for history and its on how the invention of television has influence america lol,0,positive
2839a4d1d8,"Stupid jobs, idk what to do.",1,negative
5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,1,negative
b1fd9116e3," Like your pics, Lucky Girl, again",0,positive
954ab76021,Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,0,positive
5fbd854b80,i have such a hard time talking to new people -  I am pretty sure I didn`t make a good impression.....,1,negative
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,1,negative
35e2ce08fc,And the Sun is shinning.........at last,0,positive
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",1,negative
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",1,negative
7f0cdc1ac1,why doesnt he want me anymore,1,negative
c8ac0b9545,bad hair day,1,negative
bc879a25b0,.....headache,1,negative
c3bdaf65c9,sorry guys i didn`t sign in for a while  sorry every1,1,negative
e573de5429,_a_michael Hey! thanks for another great day! I`m going to sleep now! I`ll chat with you tomorrow!  Sweet dreams!,0,positive
